## Ore Dictionary Info                      ##
##############################################
## In the form:                             ##
## <ore dictionary entry>                   ##
##     <item id registered> - <item damage> ##
##     etc...                               ##
##############################################
actinolite
contenttweaker:mysterious_bluevenusstonebrick - 0
contenttweaker:mysterious_bluevenusstonechiseledbrick - 0
contenttweaker:mysterious_bluevenusstonecobblestone - 0
contenttweaker:mysterious_bluevenusstonecrackedbrick - 0
contenttweaker:mysterious_bluevenusstonecrackedshortbrick - 0
contenttweaker:mysterious_bluevenusstonedebossed - 0
contenttweaker:mysterious_bluevenusstonepolished - 0
contenttweaker:mysterious_bluevenusstoneshortbrick - 0
contenttweaker:phoenix_redvenusstone - 0
contenttweaker:phoenix_redvenusstonebrick - 0
contenttweaker:phoenix_redvenusstonechiseledbrick - 0
contenttweaker:phoenix_redvenusstonecobblestone - 0
contenttweaker:phoenix_redvenusstonecrackedbrick - 0
contenttweaker:phoenix_redvenusstonecrackedshortbrick - 0
contenttweaker:phoenix_redvenusstonedebossed - 0
contenttweaker:phoenix_redvenusstonepolished - 0
contenttweaker:phoenix_redvenusstoneshortbrick - 0
contenttweaker:creamvenusstone - 0
contenttweaker:creamvenusstonebrick - 0
contenttweaker:creamvenusstonechiseledbrick - 0
contenttweaker:creamvenusstonecobblestone - 0
contenttweaker:creamvenusstonecrackedbrick - 0
contenttweaker:creamvenusstonecrackedshortbrick - 0
contenttweaker:creamvenusstonedebossed - 0
contenttweaker:creamvenusstonepolished - 0
contenttweaker:creamvenusstoneshortbrick - 0
contenttweaker:grapevenusstone - 0
contenttweaker:grapevenusstonebrick - 0
contenttweaker:grapevenusstonechiseledbrick - 0
contenttweaker:grapevenusstonecobblestone - 0
contenttweaker:grapevenusstonecrackedbrick - 0
contenttweaker:grapevenusstonecrackedshortbrick - 0
contenttweaker:grapevenusstonedebossed - 0
contenttweaker:grapevenusstonepolished - 0
contenttweaker:grapevenusstoneshortbrick - 0
contenttweaker:brownvenusstone - 0
contenttweaker:brownvenusstonebrick - 0
contenttweaker:brownvenusstonechiseledbrick - 0
contenttweaker:brownvenusstonecobblestone - 0
contenttweaker:brownvenusstonecrackedbrick - 0
contenttweaker:brownvenusstonecrackedshortbrick - 0
contenttweaker:brownvenusstonedebossed - 0
contenttweaker:brownvenusstonepolished - 0
contenttweaker:brownvenusstoneshortbrick - 0
contenttweaker:steel_bluevenusstone - 0
contenttweaker:steel_bluevenusstonebrick - 0
contenttweaker:steel_bluevenusstonechiseledbrick - 0
contenttweaker:steel_bluevenusstonecobblestone - 0
contenttweaker:steel_bluevenusstonecrackedbrick - 0
contenttweaker:steel_bluevenusstonecrackedshortbrick - 0
contenttweaker:steel_bluevenusstonedebossed - 0
contenttweaker:steel_bluevenusstonepolished - 0
contenttweaker:steel_bluevenusstoneshortbrick - 0
contenttweaker:imperial_purplevenusstone - 0
contenttweaker:imperial_purplevenusstonebrick - 0
contenttweaker:imperial_purplevenusstonechiseledbrick - 0
contenttweaker:imperial_purplevenusstonecobblestone - 0
contenttweaker:imperial_purplevenusstonecrackedbrick - 0
contenttweaker:imperial_purplevenusstonecrackedshortbrick - 0
contenttweaker:imperial_purplevenusstonedebossed - 0
contenttweaker:imperial_purplevenusstonepolished - 0
contenttweaker:imperial_purplevenusstoneshortbrick - 0
contenttweaker:jovial_jadevenusstone - 0
contenttweaker:jovial_jadevenusstonebrick - 0
contenttweaker:jovial_jadevenusstonechiseledbrick - 0
contenttweaker:jovial_jadevenusstonecobblestone - 0
contenttweaker:jovial_jadevenusstonecrackedbrick - 0
contenttweaker:jovial_jadevenusstonecrackedshortbrick - 0
contenttweaker:jovial_jadevenusstonedebossed - 0
contenttweaker:jovial_jadevenusstonepolished - 0
contenttweaker:jovial_jadevenusstoneshortbrick - 0
contenttweaker:rose_redvenusstone - 0
contenttweaker:rose_redvenusstonebrick - 0
contenttweaker:rose_redvenusstonechiseledbrick - 0
contenttweaker:rose_redvenusstonecobblestone - 0
contenttweaker:rose_redvenusstonecrackedbrick - 0
contenttweaker:rose_redvenusstonecrackedshortbrick - 0
contenttweaker:rose_redvenusstonedebossed - 0
contenttweaker:rose_redvenusstonepolished - 0
contenttweaker:rose_redvenusstoneshortbrick - 0
contenttweaker:hazel_brownvenusstone - 0
contenttweaker:hazel_brownvenusstonebrick - 0
contenttweaker:hazel_brownvenusstonechiseledbrick - 0
contenttweaker:hazel_brownvenusstonecobblestone - 0
contenttweaker:hazel_brownvenusstonecrackedbrick - 0
contenttweaker:hazel_brownvenusstonecrackedshortbrick - 0
contenttweaker:hazel_brownvenusstonedebossed - 0
contenttweaker:hazel_brownvenusstonepolished - 0
contenttweaker:hazel_brownvenusstoneshortbrick - 0
contenttweaker:auberginevenusstone - 0
contenttweaker:auberginevenusstonebrick - 0
contenttweaker:auberginevenusstonechiseledbrick - 0
contenttweaker:auberginevenusstonecobblestone - 0
contenttweaker:auberginevenusstonecrackedbrick - 0
contenttweaker:auberginevenusstonecrackedshortbrick - 0
contenttweaker:auberginevenusstonedebossed - 0
contenttweaker:auberginevenusstonepolished - 0
contenttweaker:auberginevenusstoneshortbrick - 0
contenttweaker:cream_puffvenusstone - 0
contenttweaker:cream_puffvenusstonebrick - 0
contenttweaker:cream_puffvenusstonechiseledbrick - 0
contenttweaker:cream_puffvenusstonecobblestone - 0
contenttweaker:cream_puffvenusstonecrackedbrick - 0
contenttweaker:cream_puffvenusstonecrackedshortbrick - 0
contenttweaker:cream_puffvenusstonedebossed - 0
contenttweaker:cream_puffvenusstonepolished - 0
contenttweaker:cream_puffvenusstoneshortbrick - 0
contenttweaker:magentavenusstone - 0
contenttweaker:magentavenusstonebrick - 0
contenttweaker:magentavenusstonechiseledbrick - 0
contenttweaker:magentavenusstonecobblestone - 0
contenttweaker:magentavenusstonecrackedbrick - 0
contenttweaker:magentavenusstonecrackedshortbrick - 0
contenttweaker:magentavenusstonedebossed - 0
contenttweaker:magentavenusstonepolished - 0
contenttweaker:magentavenusstoneshortbrick - 0
contenttweaker:pinkvenusstone - 0
contenttweaker:pinkvenusstonebrick - 0
contenttweaker:pinkvenusstonechiseledbrick - 0
contenttweaker:pinkvenusstonecobblestone - 0
contenttweaker:pinkvenusstonecrackedbrick - 0
contenttweaker:pinkvenusstonecrackedshortbrick - 0
contenttweaker:pinkvenusstonedebossed - 0
contenttweaker:pinkvenusstonepolished - 0
contenttweaker:pinkvenusstoneshortbrick - 0
contenttweaker:yellowvenusstone - 0
contenttweaker:yellowvenusstonebrick - 0
contenttweaker:yellowvenusstonechiseledbrick - 0
contenttweaker:yellowvenusstonecobblestone - 0
contenttweaker:yellowvenusstonecrackedbrick - 0
contenttweaker:yellowvenusstonecrackedshortbrick - 0
contenttweaker:yellowvenusstonedebossed - 0
contenttweaker:yellowvenusstonepolished - 0
contenttweaker:yellowvenusstoneshortbrick - 0
contenttweaker:ruthless_empressvenusstone - 0
contenttweaker:ruthless_empressvenusstonebrick - 0
contenttweaker:ruthless_empressvenusstonechiseledbrick - 0
contenttweaker:ruthless_empressvenusstonecobblestone - 0
contenttweaker:ruthless_empressvenusstonecrackedbrick - 0
contenttweaker:ruthless_empressvenusstonecrackedshortbrick - 0
contenttweaker:ruthless_empressvenusstonedebossed - 0
contenttweaker:ruthless_empressvenusstonepolished - 0
contenttweaker:ruthless_empressvenusstoneshortbrick - 0
contenttweaker:wine_redvenusstone - 0
contenttweaker:wine_redvenusstonebrick - 0
contenttweaker:wine_redvenusstonechiseledbrick - 0
contenttweaker:wine_redvenusstonecobblestone - 0
contenttweaker:wine_redvenusstonecrackedbrick - 0
contenttweaker:wine_redvenusstonecrackedshortbrick - 0
contenttweaker:wine_redvenusstonedebossed - 0
contenttweaker:wine_redvenusstonepolished - 0
contenttweaker:wine_redvenusstoneshortbrick - 0
contenttweaker:mintvenusstone - 0
contenttweaker:mintvenusstonebrick - 0
contenttweaker:mintvenusstonechiseledbrick - 0
contenttweaker:mintvenusstonecobblestone - 0
contenttweaker:mintvenusstonecrackedbrick - 0
contenttweaker:mintvenusstonecrackedshortbrick - 0
contenttweaker:mintvenusstonedebossed - 0
contenttweaker:mintvenusstonepolished - 0
contenttweaker:mintvenusstoneshortbrick - 0
contenttweaker:grayvenusstone - 0
contenttweaker:grayvenusstonebrick - 0
contenttweaker:grayvenusstonechiseledbrick - 0
contenttweaker:grayvenusstonecobblestone - 0
contenttweaker:grayvenusstonecrackedbrick - 0
contenttweaker:grayvenusstonecrackedshortbrick - 0
contenttweaker:grayvenusstonedebossed - 0
contenttweaker:grayvenusstonepolished - 0
contenttweaker:grayvenusstoneshortbrick - 0
contenttweaker:honeyvenusstone - 0
contenttweaker:honeyvenusstonebrick - 0
contenttweaker:honeyvenusstonechiseledbrick - 0
contenttweaker:honeyvenusstonecobblestone - 0
contenttweaker:honeyvenusstonecrackedbrick - 0
contenttweaker:honeyvenusstonecrackedshortbrick - 0
contenttweaker:honeyvenusstonedebossed - 0
contenttweaker:honeyvenusstonepolished - 0
contenttweaker:honeyvenusstoneshortbrick - 0
contenttweaker:slatebluevenusstone - 0
contenttweaker:slatebluevenusstonebrick - 0
contenttweaker:slatebluevenusstonechiseledbrick - 0
contenttweaker:slatebluevenusstonecobblestone - 0
contenttweaker:slatebluevenusstonecrackedbrick - 0
contenttweaker:slatebluevenusstonecrackedshortbrick - 0
contenttweaker:slatebluevenusstonedebossed - 0
contenttweaker:slatebluevenusstonepolished - 0
contenttweaker:slatebluevenusstoneshortbrick - 0
contenttweaker:lava_stonevenusstone - 0
contenttweaker:lava_stonevenusstonebrick - 0
contenttweaker:lava_stonevenusstonechiseledbrick - 0
contenttweaker:lava_stonevenusstonecobblestone - 0
contenttweaker:lava_stonevenusstonecrackedbrick - 0
contenttweaker:lava_stonevenusstonecrackedshortbrick - 0
contenttweaker:lava_stonevenusstonedebossed - 0
contenttweaker:lava_stonevenusstonepolished - 0
contenttweaker:lava_stonevenusstoneshortbrick - 0
contenttweaker:pistachiovenusstone - 0
contenttweaker:pistachiovenusstonebrick - 0
contenttweaker:pistachiovenusstonechiseledbrick - 0
contenttweaker:pistachiovenusstonecobblestone - 0
contenttweaker:pistachiovenusstonecrackedbrick - 0
contenttweaker:pistachiovenusstonecrackedshortbrick - 0
contenttweaker:pistachiovenusstonedebossed - 0
contenttweaker:pistachiovenusstonepolished - 0
contenttweaker:pistachiovenusstoneshortbrick - 0
contenttweaker:greenvenusstone - 0
contenttweaker:greenvenusstonebrick - 0
contenttweaker:greenvenusstonechiseledbrick - 0
contenttweaker:greenvenusstonecobblestone - 0
contenttweaker:greenvenusstonecrackedbrick - 0
contenttweaker:greenvenusstonecrackedshortbrick - 0
contenttweaker:greenvenusstonedebossed - 0
contenttweaker:greenvenusstonepolished - 0
contenttweaker:greenvenusstoneshortbrick - 0
contenttweaker:oreganovenusstone - 0
contenttweaker:oreganovenusstonebrick - 0
contenttweaker:oreganovenusstonechiseledbrick - 0
contenttweaker:oreganovenusstonecobblestone - 0
contenttweaker:oreganovenusstonecrackedbrick - 0
contenttweaker:oreganovenusstonecrackedshortbrick - 0
contenttweaker:oreganovenusstonedebossed - 0
contenttweaker:oreganovenusstonepolished - 0
contenttweaker:oreganovenusstoneshortbrick - 0
contenttweaker:dark_greenvenusstone - 0
contenttweaker:dark_greenvenusstonebrick - 0
contenttweaker:dark_greenvenusstonechiseledbrick - 0
contenttweaker:dark_greenvenusstonecobblestone - 0
contenttweaker:dark_greenvenusstonecrackedbrick - 0
contenttweaker:dark_greenvenusstonecrackedshortbrick - 0
contenttweaker:dark_greenvenusstonedebossed - 0
contenttweaker:dark_greenvenusstonepolished - 0
contenttweaker:dark_greenvenusstoneshortbrick - 0
contenttweaker:light_grayvenusstone - 0
contenttweaker:light_grayvenusstonebrick - 0
contenttweaker:light_grayvenusstonechiseledbrick - 0
contenttweaker:light_grayvenusstonecobblestone - 0
contenttweaker:light_grayvenusstonecrackedbrick - 0
contenttweaker:light_grayvenusstonecrackedshortbrick - 0
contenttweaker:light_grayvenusstonedebossed - 0
contenttweaker:light_grayvenusstonepolished - 0
contenttweaker:light_grayvenusstoneshortbrick - 0
contenttweaker:limevenusstone - 0
contenttweaker:limevenusstonebrick - 0
contenttweaker:limevenusstonechiseledbrick - 0
contenttweaker:limevenusstonecobblestone - 0
contenttweaker:limevenusstonecrackedbrick - 0
contenttweaker:limevenusstonecrackedshortbrick - 0
contenttweaker:limevenusstonedebossed - 0
contenttweaker:limevenusstonepolished - 0
contenttweaker:limevenusstoneshortbrick - 0
contenttweaker:blackvenusstone - 0
contenttweaker:blackvenusstonebrick - 0
contenttweaker:blackvenusstonechiseledbrick - 0
contenttweaker:blackvenusstonecobblestone - 0
contenttweaker:blackvenusstonecrackedbrick - 0
contenttweaker:blackvenusstonecrackedshortbrick - 0
contenttweaker:blackvenusstonedebossed - 0
contenttweaker:blackvenusstonepolished - 0
contenttweaker:blackvenusstoneshortbrick - 0
contenttweaker:butterumvenusstone - 0
contenttweaker:butterumvenusstonebrick - 0
contenttweaker:butterumvenusstonechiseledbrick - 0
contenttweaker:butterumvenusstonecobblestone - 0
contenttweaker:butterumvenusstonecrackedbrick - 0
contenttweaker:butterumvenusstonecrackedshortbrick - 0
contenttweaker:butterumvenusstonedebossed - 0
contenttweaker:butterumvenusstonepolished - 0
contenttweaker:butterumvenusstoneshortbrick - 0
contenttweaker:light_bluevenusstone - 0
contenttweaker:light_bluevenusstonebrick - 0
contenttweaker:light_bluevenusstonechiseledbrick - 0
contenttweaker:light_bluevenusstonecobblestone - 0
contenttweaker:light_bluevenusstonecrackedbrick - 0
contenttweaker:light_bluevenusstonecrackedshortbrick - 0
contenttweaker:light_bluevenusstonedebossed - 0
contenttweaker:light_bluevenusstonepolished - 0
contenttweaker:light_bluevenusstoneshortbrick - 0
contenttweaker:ambervenusstone - 0
contenttweaker:ambervenusstonebrick - 0
contenttweaker:ambervenusstonechiseledbrick - 0
contenttweaker:ambervenusstonecobblestone - 0
contenttweaker:ambervenusstonecrackedbrick - 0
contenttweaker:ambervenusstonecrackedshortbrick - 0
contenttweaker:ambervenusstonedebossed - 0
contenttweaker:ambervenusstonepolished - 0
contenttweaker:ambervenusstoneshortbrick - 0
contenttweaker:pale_violetvenusstone - 0
contenttweaker:pale_violetvenusstonebrick - 0
contenttweaker:pale_violetvenusstonechiseledbrick - 0
contenttweaker:pale_violetvenusstonecobblestone - 0
contenttweaker:pale_violetvenusstonecrackedbrick - 0
contenttweaker:pale_violetvenusstonecrackedshortbrick - 0
contenttweaker:pale_violetvenusstonedebossed - 0
contenttweaker:pale_violetvenusstonepolished - 0
contenttweaker:pale_violetvenusstoneshortbrick - 0
contenttweaker:darkforestvenusstone - 0
contenttweaker:darkforestvenusstonebrick - 0
contenttweaker:darkforestvenusstonechiseledbrick - 0
contenttweaker:darkforestvenusstonecobblestone - 0
contenttweaker:darkforestvenusstonecrackedbrick - 0
contenttweaker:darkforestvenusstonecrackedshortbrick - 0
contenttweaker:darkforestvenusstonedebossed - 0
contenttweaker:darkforestvenusstonepolished - 0
contenttweaker:darkforestvenusstoneshortbrick - 0
contenttweaker:noble_plumvenusstone - 0
contenttweaker:noble_plumvenusstonebrick - 0
contenttweaker:noble_plumvenusstonechiseledbrick - 0
contenttweaker:noble_plumvenusstonecobblestone - 0
contenttweaker:noble_plumvenusstonecrackedbrick - 0
contenttweaker:noble_plumvenusstonecrackedshortbrick - 0
contenttweaker:noble_plumvenusstonedebossed - 0
contenttweaker:noble_plumvenusstonepolished - 0
contenttweaker:noble_plumvenusstoneshortbrick - 0
contenttweaker:orangevenusstone - 0
contenttweaker:orangevenusstonebrick - 0
contenttweaker:orangevenusstonechiseledbrick - 0
contenttweaker:orangevenusstonecobblestone - 0
contenttweaker:orangevenusstonecrackedbrick - 0
contenttweaker:orangevenusstonecrackedshortbrick - 0
contenttweaker:orangevenusstonedebossed - 0
contenttweaker:orangevenusstonepolished - 0
contenttweaker:orangevenusstoneshortbrick - 0
contenttweaker:apricotvenusstone - 0
contenttweaker:apricotvenusstonebrick - 0
contenttweaker:apricotvenusstonechiseledbrick - 0
contenttweaker:apricotvenusstonecobblestone - 0
contenttweaker:apricotvenusstonecrackedbrick - 0
contenttweaker:apricotvenusstonecrackedshortbrick - 0
contenttweaker:apricotvenusstonedebossed - 0
contenttweaker:apricotvenusstonepolished - 0
contenttweaker:apricotvenusstoneshortbrick - 0
contenttweaker:yellow_manavenusstone - 0
contenttweaker:yellow_manavenusstonebrick - 0
contenttweaker:yellow_manavenusstonechiseledbrick - 0
contenttweaker:yellow_manavenusstonecobblestone - 0
contenttweaker:yellow_manavenusstonecrackedbrick - 0
contenttweaker:yellow_manavenusstonecrackedshortbrick - 0
contenttweaker:yellow_manavenusstonedebossed - 0
contenttweaker:yellow_manavenusstonepolished - 0
contenttweaker:yellow_manavenusstoneshortbrick - 0
contenttweaker:bluevenusstone - 0
contenttweaker:bluevenusstonebrick - 0
contenttweaker:bluevenusstonechiseledbrick - 0
contenttweaker:bluevenusstonecobblestone - 0
contenttweaker:bluevenusstonecrackedbrick - 0
contenttweaker:bluevenusstonecrackedshortbrick - 0
contenttweaker:bluevenusstonedebossed - 0
contenttweaker:bluevenusstonepolished - 0
contenttweaker:bluevenusstoneshortbrick - 0
contenttweaker:seagreenvenusstone - 0
contenttweaker:seagreenvenusstonebrick - 0
contenttweaker:seagreenvenusstonechiseledbrick - 0
contenttweaker:seagreenvenusstonecobblestone - 0
contenttweaker:seagreenvenusstonecrackedbrick - 0
contenttweaker:seagreenvenusstonecrackedshortbrick - 0
contenttweaker:seagreenvenusstonedebossed - 0
contenttweaker:seagreenvenusstonepolished - 0
contenttweaker:seagreenvenusstoneshortbrick - 0
contenttweaker:coffeevenusstone - 0
contenttweaker:coffeevenusstonebrick - 0
contenttweaker:coffeevenusstonechiseledbrick - 0
contenttweaker:coffeevenusstonecobblestone - 0
contenttweaker:coffeevenusstonecrackedbrick - 0
contenttweaker:coffeevenusstonecrackedshortbrick - 0
contenttweaker:coffeevenusstonedebossed - 0
contenttweaker:coffeevenusstonepolished - 0
contenttweaker:coffeevenusstoneshortbrick - 0
contenttweaker:purplevenusstone - 0
contenttweaker:purplevenusstonebrick - 0
contenttweaker:purplevenusstonechiseledbrick - 0
contenttweaker:purplevenusstonecobblestone - 0
contenttweaker:purplevenusstonecrackedbrick - 0
contenttweaker:purplevenusstonecrackedshortbrick - 0
contenttweaker:purplevenusstonedebossed - 0
contenttweaker:purplevenusstonepolished - 0
contenttweaker:purplevenusstoneshortbrick - 0
contenttweaker:vermilionvenusstone - 0
contenttweaker:vermilionvenusstonebrick - 0
contenttweaker:vermilionvenusstonechiseledbrick - 0
contenttweaker:vermilionvenusstonecobblestone - 0
contenttweaker:vermilionvenusstonecrackedbrick - 0
contenttweaker:vermilionvenusstonecrackedshortbrick - 0
contenttweaker:vermilionvenusstonedebossed - 0
contenttweaker:vermilionvenusstonepolished - 0
contenttweaker:vermilionvenusstoneshortbrick - 0
contenttweaker:mauvevenusstone - 0
contenttweaker:mauvevenusstonebrick - 0
contenttweaker:mauvevenusstonechiseledbrick - 0
contenttweaker:mauvevenusstonecobblestone - 0
contenttweaker:mauvevenusstonecrackedbrick - 0
contenttweaker:mauvevenusstonecrackedshortbrick - 0
contenttweaker:mauvevenusstonedebossed - 0
contenttweaker:mauvevenusstonepolished - 0
contenttweaker:mauvevenusstoneshortbrick - 0
contenttweaker:navy_bluevenusstone - 0
contenttweaker:navy_bluevenusstonebrick - 0
contenttweaker:navy_bluevenusstonechiseledbrick - 0
contenttweaker:navy_bluevenusstonecobblestone - 0
contenttweaker:navy_bluevenusstonecrackedbrick - 0
contenttweaker:navy_bluevenusstonecrackedshortbrick - 0
contenttweaker:navy_bluevenusstonedebossed - 0
contenttweaker:navy_bluevenusstonepolished - 0
contenttweaker:navy_bluevenusstoneshortbrick - 0


vine
minecraft:vine - 0


violecite
contenttweaker:sirenviolecite - 0
contenttweaker:sirenviolecitebrick - 0
contenttweaker:sirenviolecitechiseledbrick - 0
contenttweaker:sirenviolecitecrackedbrick - 0
contenttweaker:sirenviolecitecrackedshortbrick - 0
contenttweaker:sirenviolecitedebossed - 0
contenttweaker:sirenviolecitepolished - 0
contenttweaker:sirenvioleciteshortbrick - 0
contenttweaker:moss_greenviolecite - 0
contenttweaker:moss_greenviolecitebrick - 0
contenttweaker:moss_greenviolecitechiseledbrick - 0
contenttweaker:moss_greenviolecitecrackedbrick - 0
contenttweaker:moss_greenviolecitecrackedshortbrick - 0
contenttweaker:moss_greenviolecitedebossed - 0
contenttweaker:moss_greenviolecitepolished - 0
contenttweaker:moss_greenvioleciteshortbrick - 0
contenttweaker:figviolecite - 0
contenttweaker:figviolecitebrick - 0
contenttweaker:figviolecitechiseledbrick - 0
contenttweaker:figviolecitecrackedbrick - 0
contenttweaker:figviolecitecrackedshortbrick - 0
contenttweaker:figviolecitedebossed - 0
contenttweaker:figviolecitepolished - 0
contenttweaker:figvioleciteshortbrick - 0
contenttweaker:cyanviolecite - 0
contenttweaker:cyanviolecitebrick - 0
contenttweaker:cyanviolecitechiseledbrick - 0
contenttweaker:cyanviolecitecrackedbrick - 0
contenttweaker:cyanviolecitecrackedshortbrick - 0
contenttweaker:cyanviolecitedebossed - 0
contenttweaker:cyanviolecitepolished - 0
contenttweaker:cyanvioleciteshortbrick - 0
contenttweaker:redviolecite - 0
contenttweaker:redviolecitebrick - 0
contenttweaker:redviolecitechiseledbrick - 0
contenttweaker:redviolecitecrackedbrick - 0
contenttweaker:redviolecitecrackedshortbrick - 0
contenttweaker:redviolecitedebossed - 0
contenttweaker:redviolecitepolished - 0
contenttweaker:redvioleciteshortbrick - 0
contenttweaker:classy_mauveviolecite - 0
contenttweaker:classy_mauveviolecitebrick - 0
contenttweaker:classy_mauveviolecitechiseledbrick - 0
contenttweaker:classy_mauveviolecitecrackedbrick - 0
contenttweaker:classy_mauveviolecitecrackedshortbrick - 0
contenttweaker:classy_mauveviolecitedebossed - 0
contenttweaker:classy_mauveviolecitepolished - 0
contenttweaker:classy_mauvevioleciteshortbrick - 0
contenttweaker:whiteviolecite - 0
contenttweaker:whiteviolecitebrick - 0
contenttweaker:whiteviolecitechiseledbrick - 0
contenttweaker:whiteviolecitecrackedbrick - 0
contenttweaker:whiteviolecitecrackedshortbrick - 0
contenttweaker:whiteviolecitedebossed - 0
contenttweaker:whiteviolecitepolished - 0
contenttweaker:whitevioleciteshortbrick - 0
contenttweaker:fernviolecite - 0
contenttweaker:fernviolecitebrick - 0
contenttweaker:fernviolecitechiseledbrick - 0
contenttweaker:fernviolecitecrackedbrick - 0
contenttweaker:fernviolecitecrackedshortbrick - 0
contenttweaker:fernviolecitedebossed - 0
contenttweaker:fernviolecitepolished - 0
contenttweaker:fernvioleciteshortbrick - 0
contenttweaker:moss_gardensviolecite - 0
contenttweaker:moss_gardensviolecitebrick - 0
contenttweaker:moss_gardensviolecitechiseledbrick - 0
contenttweaker:moss_gardensviolecitecrackedbrick - 0
contenttweaker:moss_gardensviolecitecrackedshortbrick - 0
contenttweaker:moss_gardensviolecitedebossed - 0
contenttweaker:moss_gardensviolecitepolished - 0
contenttweaker:moss_gardensvioleciteshortbrick - 0
contenttweaker:oliveviolecite - 0
contenttweaker:oliveviolecitebrick - 0
contenttweaker:oliveviolecitechiseledbrick - 0
contenttweaker:oliveviolecitecrackedbrick - 0
contenttweaker:oliveviolecitecrackedshortbrick - 0
contenttweaker:oliveviolecitedebossed - 0
contenttweaker:oliveviolecitepolished - 0
contenttweaker:olivevioleciteshortbrick - 0
contenttweaker:vin_cuitviolecite - 0
contenttweaker:vin_cuitviolecitebrick - 0
contenttweaker:vin_cuitviolecitechiseledbrick - 0
contenttweaker:vin_cuitviolecitecrackedbrick - 0
contenttweaker:vin_cuitviolecitecrackedshortbrick - 0
contenttweaker:vin_cuitviolecitedebossed - 0
contenttweaker:vin_cuitviolecitepolished - 0
contenttweaker:vin_cuitvioleciteshortbrick - 0
contenttweaker:blushviolecite - 0
contenttweaker:blushviolecitebrick - 0
contenttweaker:blushviolecitechiseledbrick - 0
contenttweaker:blushviolecitecrackedbrick - 0
contenttweaker:blushviolecitecrackedshortbrick - 0
contenttweaker:blushviolecitedebossed - 0
contenttweaker:blushviolecitepolished - 0
contenttweaker:blushvioleciteshortbrick - 0
contenttweaker:japanese_bonsaiviolecite - 0
contenttweaker:japanese_bonsaiviolecitebrick - 0
contenttweaker:japanese_bonsaiviolecitechiseledbrick - 0
contenttweaker:japanese_bonsaiviolecitecrackedbrick - 0
contenttweaker:japanese_bonsaiviolecitecrackedshortbrick - 0
contenttweaker:japanese_bonsaiviolecitedebossed - 0
contenttweaker:japanese_bonsaiviolecitepolished - 0
contenttweaker:japanese_bonsaivioleciteshortbrick - 0
contenttweaker:red_violetviolecite - 0
contenttweaker:red_violetviolecitebrick - 0
contenttweaker:red_violetviolecitechiseledbrick - 0
contenttweaker:red_violetviolecitecrackedbrick - 0
contenttweaker:red_violetviolecitecrackedshortbrick - 0
contenttweaker:red_violetviolecitedebossed - 0
contenttweaker:red_violetviolecitepolished - 0
contenttweaker:red_violetvioleciteshortbrick - 0
contenttweaker:kiss_a_cornviolecite - 0
contenttweaker:kiss_a_cornviolecitebrick - 0
contenttweaker:kiss_a_cornviolecitechiseledbrick - 0
contenttweaker:kiss_a_cornviolecitecrackedbrick - 0
contenttweaker:kiss_a_cornviolecitecrackedshortbrick - 0
contenttweaker:kiss_a_cornviolecitedebossed - 0
contenttweaker:kiss_a_cornviolecitepolished - 0
contenttweaker:kiss_a_cornvioleciteshortbrick - 0
contenttweaker:lavenderviolecite - 0
contenttweaker:lavenderviolecitebrick - 0
contenttweaker:lavenderviolecitechiseledbrick - 0
contenttweaker:lavenderviolecitecrackedbrick - 0
contenttweaker:lavenderviolecitecrackedshortbrick - 0
contenttweaker:lavenderviolecitedebossed - 0
contenttweaker:lavenderviolecitepolished - 0
contenttweaker:lavendervioleciteshortbrick - 0
contenttweaker:reading_tea_leavesviolecite - 0
contenttweaker:reading_tea_leavesviolecitebrick - 0
contenttweaker:reading_tea_leavesviolecitechiseledbrick - 0
contenttweaker:reading_tea_leavesviolecitecrackedbrick - 0
contenttweaker:reading_tea_leavesviolecitecrackedshortbrick - 0
contenttweaker:reading_tea_leavesviolecitedebossed - 0
contenttweaker:reading_tea_leavesviolecitepolished - 0
contenttweaker:reading_tea_leavesvioleciteshortbrick - 0
contenttweaker:ceruleanviolecite - 0
contenttweaker:ceruleanviolecitebrick - 0
contenttweaker:ceruleanviolecitechiseledbrick - 0
contenttweaker:ceruleanviolecitecrackedbrick - 0
contenttweaker:ceruleanviolecitecrackedshortbrick - 0
contenttweaker:ceruleanviolecitedebossed - 0
contenttweaker:ceruleanviolecitepolished - 0
contenttweaker:ceruleanvioleciteshortbrick - 0
contenttweaker:chartreuseviolecite - 0
contenttweaker:chartreuseviolecitebrick - 0
contenttweaker:chartreuseviolecitechiseledbrick - 0
contenttweaker:chartreuseviolecitecrackedbrick - 0
contenttweaker:chartreuseviolecitecrackedshortbrick - 0
contenttweaker:chartreuseviolecitedebossed - 0
contenttweaker:chartreuseviolecitepolished - 0
contenttweaker:chartreusevioleciteshortbrick - 0
contenttweaker:mysterious_blueviolecite - 0
contenttweaker:mysterious_blueviolecitebrick - 0
contenttweaker:mysterious_blueviolecitechiseledbrick - 0
contenttweaker:mysterious_blueviolecitecrackedbrick - 0
contenttweaker:mysterious_blueviolecitecrackedshortbrick - 0
contenttweaker:mysterious_blueviolecitedebossed - 0
contenttweaker:mysterious_blueviolecitepolished - 0
contenttweaker:mysterious_bluevioleciteshortbrick - 0
contenttweaker:phoenix_redviolecite - 0
contenttweaker:phoenix_redviolecitebrick - 0
